Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Dylan Crews ","WSN","OF",282.2200012207031,360.266,-1.8750850920780593,-5.1363811789487155,-4.983164936253374,1.824487411545961,-3.28661359698037,-13.45675739271456,11.603575064486456,-0.8531823282281026,"Dylan Crews","33541",686611
"Moisés Ballesteros ","CHC","C/1B/DH",594.3599853515625,283.212,0.6619706640946008,-6.952623225562791,-7.04793705649092,-2.898862974540916,-5.171535447321033,-21.408988039821057,19.52826284096506,-0.8807251988559996,"Moises Ballesteros","28820",694208
"Joey Ortiz ","MIL","SS",743.4400024414062,480.313,-1.4737105444730534,-3.4121895543608765,-2.7523744097249088,0.6042931097361477,-3.9994385294250905,-11.033419928247781,9.112007661449356,-0.9214122667984253,"Joey Ortiz","25493",687401
"Kyle Stowers ","MIA","OF",164.42999267578125,389.041,-2.317200334748861,-3.328090725943755,-3.9612946500130612,-2.421375058143951,-1.6042141342736507,-13.63217490312328,11.603575064486456,-1.0285998386368225,"Kyle Stowers","26151",669065
"Cedric Mullins ","TBR","OF",321.5,411.798,-4.367759499401057,-4.206071105273774,-4.159621136283188,2.1491468462220173,-3.169927457754166,-13.754232352490169,11.603575064486456,-1.1506572880037118,"Cedric Mullins","17929",656775
"Tyler O'Neill ","BAL","OF",477.6400146484375,380.116,-3.170333143180246,-3.2164340279788024,-3.9568511174444794,-2.2052172319809755,-1.2477616527512794,-13.796597173335785,11.603575064486456,-1.1930221088493274,"Tyler O'Neill","15711",641933
"Kyle Manzardo ","CLE","1B/DH",253.4600067138672,414.828,-3.017032763851858,-1.544409946983196,-3.0689554568508113,-2.9355486010117877,-0.1592235410452721,-10.725170309742925,8.485428816948463,-1.2397414927944617,"Kyle Manzardo","29794",700932
"Miguel Vargas ","CHW","1B/3B",303.0899963378906,491.677,-3.3102489220781033,-1.9741559920631155,-2.0440536285106132,-1.3746005959025567,-1.956150984464237,-10.659210123018624,8.401389694984731,-1.2578204280338925,"Miguel Vargas","20178",678246
"Jake Meyers ","HOU","OF",738.1500244140625,398.13,-0.7520770975071237,-4.927548077986174,-4.223897585411649,0.41369668842058294,-4.376071298390454,-13.865897370874817,11.603575064486456,-1.2623223063883593,"Jake Meyers","20308",676694
"Danny Jansen ","TEX","C",999,307.159,-3.6886112746538395,-6.087781712246074,-5.872058901400191,-2.99448226766347,-3.268830797655216,-21.911764953618793,19.52826284096506,-1.3835021126537335,"Danny Jansen","16535",643376
"Evan Carter ","TEX","OF",280.4800109863281,366.945,-1.7336875789397035,-5.075671626805762,-4.480871232258023,1.1119410122516586,-3.8510233060744503,-14.02931273182628,11.603575064486456,-1.4257376673398228,"Evan Carter","27790",694497
"Sean Murphy ","ATL","C",746.0599975585938,315.608,-4.064187491644052,-5.710446824807881,-5.93040441599635,-3.182846911917217,-3.0975180574417482,-21.98540370180725,19.52826284096506,-1.4571408608421899,"Sean Murphy","19352",669221
"Kevin McGonigle ","DET","3B/SS",999,443.412,-0.28083513922143877,-3.7157978306675594,-3.4744768212056525,-0.7220697733176088,-3.37816441132786,-11.571343975740119,9.112007661449356,-1.4593363142907632,"Kevin McGonigle","33572",805808
"Harrison Bader ","SFG","OF",554.3099975585938,397.947,-1.4343399550832423,-4.653715024582267,-4.651898757330189,0.253226718123051,-3.740131382289926,-14.226858401162572,11.603575064486456,-1.623283336676114,"Harrison Bader","18030",664056
"Anthony Volpe ","NYY","SS",641.989990234375,428.735,-3.9529335226884186,-3.7231403891529395,-3.36787656825199,1.9099970810620326,-2.6138695134196497,-11.747822912450966,9.112007661449356,-1.6358152510016097,"Anthony Volpe","27647",683011
"Josh Jung ","TEX","3B",610.5,431.387,-0.6970903177879744,-2.603115486514262,-3.8494414477775813,-2.225740955334902,-1.766975414325592,-11.142363621740312,8.401389694984731,-1.7409739267555784,"Josh Jung","26299",673962
"Victor Scott II ","STL","OF",391.1300048828125,419.6,-4.412660823365505,-5.93282533242683,-4.3427166551730165,5.407979569952665,-5.343048264034558,-14.623271505047246,11.603575064486456,-2.019696440560788,"Victor Scott II","31349",687363
"Patrick Bailey ","CLE","C",747.8900146484375,401.605,-4.419856782480916,-5.673512917718227,-5.275044768633643,-2.618767415946509,-4.752823732157757,-22.740005616937054,19.52826284096506,-2.211742775971994,"Patrick Bailey","27478",672275
"Noelvi Marte ","CIN","3B/OF",147.7100067138672,376.498,-0.6315932782235295,-4.12817512502768,-4.4837706246904405,0.08227509419771424,-2.809239070901995,-11.970503004645929,8.401389694984731,-2.5691133096611973,"Noelvi Marte","26517",682622
"Brooks Lee ","MIN","2B/3B/SS",542.5700073242188,434.378,-1.063614875891179,-3.253775251552481,-3.5571285379544717,-2.0902915557757784,-2.7640031080822163,-12.728813329256127,9.112007661449356,-2.6168056678067715,"Brooks Lee","31595",686797
"Trevor Larnach ","MIN","OF/DH",748.52001953125,381.558,-1.3719159262488545,-4.538132571552224,-4.374176894486763,-2.162986544394908,-2.8816084559144017,-15.328820392597152,11.603575064486456,-2.725245328110694,"Trevor Larnach","21501",663616
"Josh Smith ","TEX","1B/3B/SS",428.9100036621094,474.812,-2.0476386063910645,-3.8043096422487603,-2.6035257644410685,-0.6596873923989361,-3.9631137833688466,-13.078275188848675,9.112007661449356,-2.9662675273993186,"Josh Smith","26396",669701
"Konnor Griffin ","PIT","SS",999,360.252,0.021766931140238834,-5.552785087693781,-5.067229361675605,1.6767981839787456,-4.494835565530594,-13.416284899780996,9.112007661449356,-3.3042772383316388,"Konnor Griffin","35376",804606
"Connor Norby ","MIA","3B",728.1400146484375,442.159,-2.5902214416514076,-3.5246593336120378,-3.5292830229687797,-0.5902719915062263,-2.6965891416036274,-12.931024931342078,8.401389694984731,-3.529635236357345,"Connor Norby","29592",681393
"Jake McCarthy ","COL","OF",506.760009765625,319.011,1.2448551503208483,-7.291823980005068,-5.236185584351167,0.5747415922201875,-5.459095111205815,-16.167507933021014,11.603575064486456,-3.5639328685345557,"Jake McCarthy","21622",664983
"Jonathan India ","KCR","2B/3B/OF/DH",607.719970703125,473.583,-1.6084828501988047,-4.096712448119652,-2.393845898044201,-1.6750507513103192,-3.644304647312625,-13.418396594985602,8.746241511376516,-3.672155083609084,"Jonathan India","21523",663697
"Miguel Amaya ","CHC","C",745.969970703125,260.893,-1.598740956351086,-7.532424663357967,-7.28376783384963,-2.9068425146656236,-4.950990549659961,-24.272766517884268,19.52826284096506,-3.7445036769192095,"Miguel Amaya","21693",665804
"Nolan Gorman ","STL","2B/3B/DH",653.1400146484375,441.962,-5.884255823334548,-1.9879457886099383,-3.246346275693404,-2.2893405959116366,-0.08461596691888391,-13.492504450468411,8.746241511376516,-3.7462629390918947,"Nolan Gorman","22263",669357
"Gavin Sheets ","SDP","OF/DH",684.8099975585938,395.522,-1.992986788996377,-4.111701694731816,-4.648509549282487,-2.7604381409434433,-2.9082224414030686,-16.42185861535719,11.603575064486456,-3.818283550870733,"Gavin Sheets","19901",657757
"Nick Castellanos ",,"OF",631.0399780273438,375.896,-1.5344799082453358,-4.1564661642467575,-5.133614459845824,-2.579917808133848,-3.1190969748946697,-16.523575315366433,11.603575064486456,-3.9200002508799754,"Nick Castellanos","11737",592206
"Mike Yastrzemski ","ATL","OF",656.0999755859375,379.06,-3.4884885727428916,-4.3845183965279615,-4.096041345727788,-2.110916609950247,-2.5671152557880026,-16.64708018073689,11.603575064486456,-4.043505116250432,"Mike Yastrzemski","14854",573262
"Cam Smith ","HOU","OF",341.8699951171875,406.67,-2.1714129811437664,-4.658351449931868,-4.526245251505685,-1.5005150635176026,-3.8296440840234913,-16.686168830122412,11.603575064486456,-4.082593765635956,"Cam Smith","35108",701358
"Kyle Isbel ","KCR","OF",999,382.346,-1.2130269080295406,-5.39097492916999,-4.76659461382564,-0.8130908076219175,-4.887132800058118,-17.070820058705205,11.603575064486456,-4.467244994218747,"Kyle Isbel","21614",664728
"Nick Fortes ","TBR","C",999,282.105,-2.3727016688278826,-7.373827262091989,-7.526207171888765,-2.807470111748341,-5.016606495324695,-25.096812709881668,19.52826284096506,-4.568549868916611,"Nick Fortes","21538",663743
"Dominic Canzone ","SEA","OF",477.1600036621094,329.467,-1.3577890607448797,-4.908369290395453,-5.773648336805919,-2.4068698373603055,-2.7875801228490507,-17.23425664815561,11.603575064486456,-4.630681583669153,"Dominic Canzone","26438",686527
"J.P. Crawford ","SEA","SS",748.5399780273438,498.394,-2.7460205514817617,-4.535488505690203,-1.720468649008954,-1.8344050346099983,-4.095304898604308,-14.931687639395223,9.112007661449356,-4.819679977945867,"J.P. Crawford","15491",641487
"Isaac Collins ","KCR","OF",666.1699829101562,351.981,-1.5308970603835763,-6.157013101075779,-5.00587097830214,0.28622686929277874,-5.059444779477589,-17.466999049946303,11.603575064486456,-4.863423985459847,"Isaac Collins","25477",686555
"Parker Meadows ","DET","OF",745.6900024414062,412.186,-4.200646388953504,-4.908227311506736,-4.2936525001022785,-0.11156681545119992,-3.985492244625809,-17.499585260639527,11.603575064486456,-4.896010196153072,"Parker Meadows","23800",678009
"Jake Fraley ","TBR","OF",999,332.669,-1.1532533562698009,-5.983386109469695,-5.870402003123851,-0.1908215438157252,-4.4717779874677195,-17.66964100014679,11.603575064486456,-5.066065935660333,"Jake Fraley","19260",641584
"Austin Hays ","CHW","OF/DH",572.469970703125,368.456,-2.1751707559496167,-4.588998254077417,-5.325596325668101,-2.134855270630983,-3.4593649825037787,-17.6839855888299,11.603575064486456,-5.0804105243434385,"Austin Hays","19363",669720
"Pedro Pagés ","STL","C",748.2899780273438,270.113,-2.5509817847168357,-7.469132336785826,-7.592893197834357,-3.1539379623969137,-4.855164005231708,-25.622109286965642,19.52826284096506,-5.093846446000585,"Pedro Pages","25782",686780
"Luisangel Acuña ","CHW","2B",395.510009765625,355.095,-0.04550078128526057,-6.589667773772106,-5.623557197366002,2.9665094593414785,-5.789173127392447,-15.081389420474336,8.746241511376516,-5.335147909097818,"Luisangel Acuna","26548",682668
"Liam Hicks ","MIA","C/1B/DH",748.5399780273438,269.37,-1.0246851016432517,-8.037523870062275,-7.537691624375901,-3.0325541997197525,-6.247765996037757,-25.880220791838937,19.52826284096506,-5.351957950873876,"Liam Hicks","29844",689414
"Spencer Horwitz ","PIT","1B",738.1500244140625,398.644,0.6393976119377748,-4.570490568884187,-4.0426844810785125,-2.8457110897319713,-4.067851735109683,-14.887340262866578,8.485428816948463,-5.401911445918113,"Spencer Horwitz","26477",687462
"Spencer Steer ","CIN","1B",335.70001220703125,387.656,-2.700730091991378,-4.113613366763513,-4.253287240533506,-1.2160916228528402,-2.7405861545154284,-15.024308476656666,8.485428816948463,-5.5388796597082015,"Spencer Steer","26323",668715
"Joey Bart ","ATL","C",999,241.608,-1.5700059871336531,-8.336434817506984,-7.787153568113371,-2.9262842070420447,-5.526309572831489,-26.14618815262754,19.52826284096506,-5.617925311662482,"Joey Bart","21524",663698
"Jacob Young ","WSN","OF",746.0700073242188,337.023,-0.6521778248354779,-7.55721704793949,-6.146109301743118,2.589509149180315,-6.550990316033749,-18.31698534137152,11.603575064486456,-5.71341027688506,"Jacob Young","29931",696285
"Connor Wong ","BOS","C",999,230.254,-1.388145186907639,-8.53782372482337,-8.21677393256074,-2.2330442714436067,-5.9148905292822205,-26.29067764501758,19.52826284096506,-5.762414804052524,"Connor Wong","19896",657136
"Jordan Lawlar ","ARI","2B/3B/SS/DH",261.6499938964844,363.78,-1.9635245945731699,-5.694217008561511,-4.644104081563773,1.0660246881380018,-4.782315008266306,-16.018136004826754,9.112007661449356,-5.9061283433774,"Jordan Lawlar","29976",691783
"Brett Baty ","NYM","2B/3B",292.9200134277344,357.383,-1.3465240546241686,-4.560260330487294,-5.072481592752709,-2.1542631457606127,-2.5795032304754026,-15.713032354100188,8.746241511376516,-5.966790842723671,"Brett Baty","26123",683146
"Brady House ","WSN","3B",710.1199951171875,430.079,-2.1588181179965673,-3.7085576831838787,-4.860749815486529,-1.7836538518703864,-2.9257255147262375,-15.437504983263597,8.401389694984731,-6.036115288278866,"Brady House","29993",691781
"Christopher Morel ","MIA","OF",999,318.51,-3.279384714970014,-5.386174801385857,-5.930988316429235,-1.4886471849176102,-2.719326978364504,-18.804521996067223,11.603575064486456,-6.2009469315807655,"Christopher Morel","21897",666624
"Ke'Bryan Hayes ","CIN","3B",999,425.499,-1.475471102423184,-4.839402463320136,-4.341455487694363,-0.38280386765058805,-4.583349028058156,-15.622481949146426,8.401389694984731,-6.221092254161695,"Ke'Bryan Hayes","18577",663647
"Ha-Seong Kim ","ATL","SS",748.3800048828125,360.994,-1.662531565073793,-5.889341776274036,-5.0039318255730025,0.8087521032264788,-4.765811174149141,-16.51286423784349,9.112007661449356,-6.400856576394135,"Ha-Seong Kim","27506",673490
"Henry Davis ","PIT","C",999,231.699,-2.7687396307904173,-8.436783246113986,-8.137868371602726,-2.3681217215946315,-5.322268509287583,-27.033781479389344,19.52826284096506,-6.5055186384242845,"Henry Davis","29617",680779
"Nasim Nuñez ","WSN","2B/SS/OF",583.0999755859375,342.912,-2.8926622688334547,-7.7030825117557296,-5.303455510729644,5.073583025370782,-5.813869046167224,-16.639486312115267,9.112007661449356,-6.527478650665911,"Nasim Nunez","25979",683083
"Jose Trevino ","CIN","C",999,200.157,-0.6874001885109539,-8.890976038644698,-8.775229449717827,-3.0838126411612423,-5.728232683710496,-27.165651001745225,19.52826284096506,-6.637388160780162,"Jose Trevino","16725",624431
"Brayan Rocchio ","CLE","2B/SS",999,392.858,-2.170849450965766,-5.431773299891899,-4.590860693259388,-0.011382959837357591,-4.633620058913681,-16.838486462868094,9.112007661449356,-6.726478801418736,"Brayan Rocchio","23690",677587
"Luis Rengifo ","MIL","2B/3B",644.9299926757812,359.898,-0.8085869952837637,-5.53031130370752,-5.604786198947956,-0.15349342996241913,-4.397730246443398,-16.49490817434506,8.746241511376516,-6.748666662968543,"Luis Rengifo","19858",650859
"Alek Thomas ","LAD","OF",746.030029296875,333.581,-1.4441518520878265,-5.78632872202058,-6.033314533126935,-1.47995772444994,-4.621711505630229,-19.36546433731551,11.603575064486456,-6.761889272829052,"Alek Thomas","23792",677950
"Yohel Pozo ","STL","C",999,165.975,0.45954583215305184,-9.292228550024909,-9.381977051877572,-3.1187062356984243,-5.969197579516534,-27.302563584964386,19.52826284096506,-6.7743007439993255,"Yohel Pozo","18848",650968
"Kyle Higashioka ","TEX","C/DH",999,187.888,-1.9714642771181734,-8.685723055616513,-8.80198293443513,-2.8796241453386346,-4.975167031730779,-27.313961444239233,19.52826284096506,-6.785698603274173,"Kyle Higashioka","5517",543309
"Joc Pederson ","TEX","DH",999,331.823,-1.9911937155607347,-4.593879845158355,-5.034092832558227,-2.4929880560921855,-2.088941567003681,-16.201096016373185,8.401389694984731,-6.799706321388451,"Joc Pederson","11899",592626
"Paul Goldschmidt ","NYY","1B",748.3599853515625,355.85,-0.4967994168473729,-5.139919789393751,-4.847137681532701,-2.228547262832681,-3.740970560295883,-16.453374710902388,8.485428816948463,-6.967945893953924,"Paul Goldschmidt","9218",502671
"Luis Torrens ","NYM","C",999,202.118,-1.346008665005467,-8.877003919481215,-8.668384288956524,-2.985725051782383,-5.685753965610564,-27.562875890836153,19.52826284096506,-7.034613049871096,"Luis Torrens","15905",620443
"Garrett Mitchell ","MIL","OF",691.1699829101562,303.762,-2.0081179756738043,-6.529527688865867,-6.297424262016534,-0.41465447426906,-4.430937610079692,-19.680662010904957,11.603575064486456,-7.077086946418499,"Garrett Mitchell","27555",669003
"José Caballero ","NYY","2B/3B/SS/OF",200.02999877929688,301.698,-3.4149733535912206,-7.827694977276402,-6.469486720082287,6.287454348469353,-5.850912924329392,-17.27561362680995,9.112007661449356,-7.163605965360594,"Jose Caballero","23401",676609
"Jared Triolo ","PIT","1B/3B/SS",735.5399780273438,415.016,-2.345774312385213,-5.565435949767174,-4.607296808150609,0.12683905089258618,-4.940360961584499,-17.33202898099491,9.112007661449356,-7.220021319545554,"Jared Triolo","25807",669707
"Max Muncy ","LAD","3B",234.3699951171875,351.083,-3.972155873258418,-4.207392362363863,-4.244569671708963,-2.713609033312685,-1.5026735955527892,-16.640400536196715,8.401389694984731,-7.239010841211984,"Max Muncy","13301",571970
"Tyler Freeman ","COL","OF/DH",745.8599853515625,258.994,1.5481247109464737,-8.569144422842681,-6.730339031489293,0.08842878514194075,-6.283531099540983,-19.946461057784543,11.603575064486456,-7.342885993298085,"Tyler Freeman","22532",671289
"Lenyn Sosa ","TOR","1B/2B",487.05999755859375,345.572,-0.6572270546862214,-4.820914949990877,-5.952696053924852,-2.742856074687684,-2.9765960128857447,-17.15029014617538,8.746241511376516,-7.404048634798862,"Lenyn Sosa","22896",672820
"Denzel Clarke ","ATH","OF",728.3300170898438,349.665,-3.7998488319977928,-6.507623372116321,-5.410921918568986,0.34871082287166055,-5.0028599059273775,-20.372543205738815,11.603575064486456,-7.768968141252358,"Denzel Clarke","29858",672016
"James McCann ","ARI","C",999,181.332,-1.0550031414063399,-9.269286933962709,-9.116530744014296,-3.0417509591959115,-5.916409205192185,-28.398980983771438,19.52826284096506,-7.87071814280638,"James McCann","12859",543510
"Marcelo Mayer ","BOS","3B",589.5399780273438,355.064,-0.9041818492983315,-5.002575774343801,-5.51215574589594,-1.988484633542372,-3.9058896177636875,-17.313287620844132,8.401389694984731,-7.911897925859401,"Marcelo Mayer","29668",691785
"Owen Caissie ","MIA","OF/DH",528.5,312.887,-2.0669153327618752,-6.084649642444143,-6.154732067545347,-2.3986874340614577,-3.8331208419473564,-20.538105318760177,11.603575064486456,-7.934530254273721,"Owen Caissie","27496",683357
"Dylan Beavers ","BAL","OF",505.0400085449219,282.154,-1.3985404831747033,-7.129606117076789,-6.368026658270268,-0.9390391327903667,-4.705629687324078,-20.540842078636203,11.603575064486456,-7.937267014149747,"Dylan Beavers","31695",687637
"Joey Loperfido ","HOU","OF",746.02001953125,342.268,-3.070422848127751,-5.801094526447222,-5.910786654219914,-1.5841651472196225,-4.338507983524328,-20.70497715953884,11.603575064486456,-8.101402095052382,"Joey Loperfido","29630",694388
"Nick Gonzales ","PIT","2B",999,368.022,0.5250666777161018,-5.324407778066278,-5.346776900903278,-2.5698419614675454,-5.150196240570085,-17.866156203291084,8.746241511376516,-8.11991469191457,"Nick Gonzales","27490",693304
"Dalton Rushing ","LAD","C",745.8300170898438,172.214,-1.8756999961515428,-9.32454581570847,-8.869893140316579,-3.1302021850436232,-5.566790003068461,-28.767131140288676,19.52826284096506,-8.238868299323615,"Dalton Rushing","31382",687221
"Tommy Edman ","LAD","2B/OF",730.1199951171875,324.2,-0.9980841688670551,-5.668102978969438,-5.69899813878129,-1.571012455081207,-4.264459861401911,-18.2006576031009,8.746241511376516,-8.454416091724383,"Tommy Edman","19470",669242
"Brooks Baldwin ","CHW","OF",748.22998046875,263.701,-0.6141688255430156,-7.111342433853514,-7.216102535775823,-1.7299270738659807,-4.4198286006002805,-21.091369469638618,11.603575064486456,-8.487794405152158,"Brooks Baldwin","31394",681460
"Harry Ford ","WSN","C/DH",725.52001953125,188.909,-1.7749003705209103,-9.834953713921252,-8.823295300235417,-2.332890035202753,-6.2795350954622045,-29.045574515342533,19.52826284096506,-8.517311674377476,"Harry Ford","29958",695670
"Joe Mack ","MIA","C",999,197.319,-2.7363306236037666,-9.20994014639917,-8.946294321435147,-2.801823558586159,-5.604633234485621,-29.29902188450987,19.52826284096506,-8.77075904354481,"Joe Mack","29780",691788
"George Valera ","CLE","OF/DH",748.3099975585938,308.002,-3.1970261856835207,-6.1676498801157775,-5.979468571067089,-2.722636746861496,-3.324336973046544,-21.391118356774427,11.603575064486456,-8.78754329228797,"George Valera","22541",671655
"Jake Rogers ","DET","C",999,198.264,-3.112041640371697,-9.069443889683317,-8.813674588982396,-3.026366651222123,-5.427126316379407,-29.448653086638938,19.52826284096506,-8.92039024567388,"Jake Rogers","19452",668670
"Gary Sánchez ","MIL","C",999,153.313,-2.040692661193529,-9.50563717282468,-9.49497830434917,-3.2860400188162004,-5.270359137720154,-29.597707294903735,19.52826284096506,-9.069444453938674,"Gary Sanchez","11442",596142
"Jake Mangum ","PIT","OF",672.4199829101562,252.418,1.661990925099269,-8.447501488450788,-7.9736192626259665,-0.19582569020869584,-6.9247058743537435,-21.879661390539926,11.603575064486456,-9.27608632605347,"Jake Mangum","26202",663968
"Will Benson ","CIN","OF",999,282.024,-3.424301332914683,-6.7938838454080965,-6.684137281308176,-1.1274714115376974,-3.855338860906177,-21.88513273207483,11.603575064486456,-9.28155766758837,"Will Benson","21853",666181
"Austin Martin ","MIN","OF",748.5599975585938,290.851,-0.18801205769104093,-8.347600332135293,-6.518174535882631,-0.09036715022754807,-6.75123507090084,-21.89538914683735,11.603575064486456,-9.291814082350895,"Austin Martin","27462",668885
"JJ Bleday ","CIN","OF",748.5800170898438,262.576,-2.229109980970323,-6.780236803590913,-6.685982349219715,-2.6914961815058196,-3.7205905774509276,-22.107415892737695,11.603575064486456,-9.503840828251237,"JJ Bleday","26368",668709
"Mauricio Dubón ","ATL","2B/3B/SS/OF",743.3800048828125,342.73,0.4908160719646864,-6.315569382772892,-5.915737957521645,-2.2758835888587057,-5.653065848129184,-19.669440705317736,9.112007661449356,-9.55743304386838,"Mauricio Dubon","16530",643289
"Luke Raley ","SEA","1B/OF",748.25,298.51,-3.433016096284194,-6.459279172587479,-6.613421408709551,-2.02730038380163,-3.658291328510012,-22.191308389892868,11.603575064486456,-9.58773332540641,"Luke Raley","19354",670042
"Wenceel Pérez ","DET","OF",748.5399780273438,284.329,-1.8148776773298563,-7.222063855587051,-6.879526669398375,-1.3523863326619268,-5.020562674652509,-22.28941720962972,11.603575064486456,-9.685842145143258,"Wenceel Perez","22857",672761
"Victor Robles ","SEA","OF",727.5399780273438,262.849,-1.2469187315338506,-8.64565669080447,-7.15594929991328,1.031232666261029,-6.348827494452768,-22.36611955044334,11.603575064486456,-9.762544485956882,"Victor Robles","18363",645302
"Drew Millas ","WSN","C/DH",999,149.959,-0.6959044435113687,-10.486508217502717,-9.907032817889416,-2.4041649412962918,-6.913916415627281,-30.407526835827074,19.52826284096506,-9.879263994862017,"Drew Millas","25643",686452
"Nathan Lukes ","TOR","OF",999,252.772,1.1339872592455709,-8.072973593468229,-7.139286950536991,-2.596620787199463,-5.8955095950942225,-22.570403667053334,11.603575064486456,-9.966828602566878,"Nathan Lukes","18123",664770
"Carson Benge ","NYM","OF",999,308.007,-2.354920367123025,-6.949572619057665,-6.445293994274517,-1.7825380036460885,-5.1504759665720705,-22.68280095067337,11.603575064486456,-10.079225886186912,"Carson Benge","35177",701807
"Travis d'Arnaud ","LAA","C",999,172.635,-2.4797139467190323,-9.634683181293862,-9.52913109313756,-3.2333276776023276,-5.743777484470717,-30.620633383223495,19.52826284096506,-10.092370542258438,"Travis d'Arnaud","7739",518595
"Pavin Smith ","ARI","1B/DH",999,360.94,-2.5008770718647138,-5.501756478574977,-5.194689870561779,-2.437435549827132,-3.960956005952983,-19.595714976781586,8.485428816948463,-10.110286159833125,"Pavin Smith","19892",656976
"Ryan McMahon ","NYY","3B",732.8599853515625,407.709,-6.257660966153541,-4.1746891158216295,-4.279212276112638,-2.4767922954218373,-2.4201386777473033,-19.60849333125695,8.401389694984731,-10.207103636272217,"Ryan McMahon","15112",641857
"Jonny DeLuca ","TBR","OF/DH",999,270.57,-2.7308790123137925,-7.484243390422737,-7.276067602003169,-0.6053521457919443,-4.977364824446654,-23.073906974978296,11.603575064486456,-10.470331910491842,"Jonny DeLuca","26365",676356
"Gabriel Arias ","CLE","2B/SS",748.3800048828125,360.161,-3.7174520727242006,-5.724806088591419,-6.087292644854251,-0.9375851927113728,-4.149612139387668,-20.61674813826891,9.112007661449356,-10.504740476819554,"Gabriel Arias","22563",672356
"J.C. Escarra ","NYY","C",999,142.644,-1.0849690885290302,-10.451628155293708,-9.846032280014947,-3.036476315135217,-6.637306176394484,-31.056412015367382,19.52826284096506,-10.528149174402325,"J.C. Escarra","20084",641555
"Hunter Feduccia ","TBR","C",999,217.541,-3.212969957775688,-9.562950481331777,-8.787222391142825,-3.048614691402933,-6.465993245631966,-31.077750767285185,19.52826284096506,-10.549487926320129,"Hunter Feduccia","23372",676439
"Yoán Moncada ","LAA","3B",746.1500244140625,357.278,-2.2644036893445074,-5.3406779380405895,-5.506922188141413,-3.0535850205491117,-3.8057073126546483,-19.97129614873027,8.401389694984731,-10.569906453745538,"Yoan Moncada","17232",660162
"Gavin Lux ","TBR","OF/DH",745.989990234375,333.637,-0.9745266358269271,-7.035481096425247,-6.317324278245766,-2.8457449069787635,-6.026301889770706,-23.19937880724741,11.603575064486456,-10.595803742760953,"Gavin Lux","19955",666158
"Reese McGuire ","CHW","C",999,141.001,-1.2347056832239836,-10.427649433879084,-10.082729212259338,-2.9905263350012135,-6.441976634212149,-31.177587298575773,19.52826284096506,-10.64932445761071,"Reese McGuire","15674",624512
"Matt Vierling ","DET","OF",999,300.702,-1.664118554189847,-7.417859725697067,-6.609467691756255,-2.2750382786087426,-5.3251057846074525,-23.291590034859365,11.603575064486456,-10.688014970372906,"Matt Vierling","21558",663837
"Rafael Marchán ","PHI","C",999,146.373,-1.164775509990094,-10.45215708484225,-9.814421217711157,-3.06775210917145,-6.743802324198209,-31.24290824591316,19.52826284096506,-10.714645404948104,"Rafael Marchan","21646",665561
"Rhys Hoskins ","CLE","1B",737.989990234375,323.337,-3.5710087209710233,-5.419488634733668,-5.779164867217956,-2.7352823012178678,-2.8205481568814643,-20.325492681021977,8.485428816948463,-10.840063864073512,"Rhys Hoskins","16472",656555
"Griffin Conine ","MIA","OF",999,302.699,-3.676725372704452,-6.595443909436059,-6.842738069307789,-2.9357514641859273,-3.645823323222589,-23.696482138856815,11.603575064486456,-11.09290707437036,"Griffin Conine","21626",665052
"Miguel Andujar ","SDP","3B/OF/DH",722.9099731445312,269.002,1.553496330889263,-6.973042970708177,-7.100295616587048,-2.952454402944931,-5.083741116899394,-20.556037776250285,8.401389694984731,-11.154648081265558,"Miguel Andujar","15878",609280
"Cole Young ","SEA","2B",704.2899780273438,340.547,-1.7699988389934687,-6.663129047308307,-5.524977136459108,-1.6750170549833612,-5.393638845643031,-21.026760923387275,8.746241511376516,-11.28051941201076,"Cole Young","31680",702284
"CJ Kayfus ","CLE","OF",999,257.605,-1.7463365301078555,-7.496934596224071,-7.384701092503567,-2.4930219136455887,-4.8051727003781695,-23.926166832859252,11.603575064486456,-11.322591768372794,"CJ Kayfus","33704",692216
"Carson Williams ","TBR","SS",724.5499877929688,356.772,-7.216227843707933,-5.765685922610133,-5.549904585689807,0.2318239075789808,-3.152424384430997,-21.452418828859887,9.112007661449356,-11.340411167410533,"Carson Williams","30038",700246
"Zach McKinstry ","DET","3B/SS/OF",510.30999755859375,320.196,-2.617779180056807,-7.048436476060507,-6.360495563634071,-0.035592077879206145,-5.464769471296509,-21.5270727689271,9.112007661449356,-11.415065107477743,"Zach McKinstry","19392",656716
"Endy Rodríguez ","PIT","C/1B",999,108.898,-0.49370529527744944,-11.048351071517176,-10.575515142693023,-3.0665687070667906,-6.9363345110861605,-32.1204747276406,19.52826284096506,-11.592211886675543,"Endy Rodriguez","25332",682848
"TJ Rumfield ","COL","1B",999,310.114,-0.5985158525140185,-6.543581271326154,-6.625753701862148,-2.7225352548145088,-4.689365563908887,-21.17975164442572,8.485428816948463,-11.694322827477256,"TJ Rumfield","29805",681198
"Jake Bauers ","MIL","1B/OF",999,243.821,-3.4311298756432307,-7.736315269727196,-7.507831545166049,-1.460042550311822,-4.361884921791104,-24.497204162639406,11.603575064486456,-11.893629098152948,"Jake Bauers","15194",641343
