Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Xander Bogaerts ","SDP","SS",237.1999969482422,609,0.143340133511349,-1.92036899142535,-1.85387065805397,1.16690523075302,-2.5210333502217,-4.98502763543666,8.978848907125535,4.993821271688871,"Xander Bogaerts","12161",593428
"Brandon Lowe ","PIT","2B",187.57000732421875,546,-1.75802218592405,-0.341790444808866,-1.85387065805397,-2.28754549519268,0.916119421045599,-5.32510936293396,9.27394518882176,4.948835825887796,"Brandon Lowe","18882",664040
"Alex Bregman ","CHC","3B",119.16999816894531,672,-2.11820884802089,0.0528541918452561,1.13200951739329,-2.86328728285029,-0.993409896325125,-4.79004231795776,8.538446347189781,4.748404029232017,"Alex Bregman","17678",608324
"Xavier Edwards ","MIA","2B/SS",182.42999267578125,602,3.19612061314899,-5.47217072131245,-0.705455205958872,4.0456141690411,-6.34009198496315,-5.27598313004438,8.978848907125535,4.7028657770811515,"Xavier Edwards","22266",669364
"Daylen Lile ","WSN","OF",206.50999450683594,553,0.526605146572502,-4.28823681135008,0.213277155717209,0.591163443095403,-4.04865680411828,-7.00584787008326,10.553832793224087,4.547984923140833,"Daylen Lile","29995",695734
"Wilyer Abreu ","BOS","OF",199.89999389648438,518,-1.31494373000332,-1.52572435477123,-2.77260301973005,-0.848191026048636,-0.61150403285098,-7.07296616340422,10.553832793224087,4.480866629819861,"Wilyer Abreu","23772",677800
"Logan O'Hoppe ","LAA","C",246.50999450683594,452,-2.88050374324559,-3.89359217469596,-5.75848319517732,-2.86328728285029,-0.993409896325125,-16.3892762922943,19.785718440951914,4.396442148657627,"Logan O'Hoppe","24729",681351
"Justin Crawford ","PHI","OF",999,532,0.834776854824336,-5.07752608465833,-3.00228611014907,4.90922685052752,-5.19437439454072,-7.53018288399626,10.553832793224087,4.023649909227823,"Justin Crawford","31791",702222
"Andrew Vaughn ","MIL","1B",272.2699890136719,560,-0.821156325176997,-0.341790444808866,-2.31323683889201,-3.43902907050791,-0.229598169376836,-7.14481084876262,9.804671645785488,3.6598607970228705,"Andrew Vaughn","26197",683734
"Andrés Giménez ","TOR","2B",412.2200012207031,595,-1.25350716612496,-3.10430290138772,-1.62418756763495,2.89413059372587,-3.66675094064414,-6.75461798206591,9.27394518882176,3.519327206755852,"Andres Gimenez","19950",665926
"Matt Wallner ","MIN","OF",340.5899963378906,476,-1.91145503758026,-1.72304667309829,-2.31323683889201,-2.28754549519268,0.152307694097309,-8.08297635066593,10.553832793224087,3.4708564425581536,"Matt Wallner","26466",670242
"Luis García Jr. ","WSN","2B",261.8500061035156,490,2.53362049471671,-2.90698058306066,-4.3803846526632,0.0154216554377875,-2.13912748674756,-6.87745057231692,9.27394518882176,3.396494616504842,"Luis Garcia Jr.","20391",671277
"Colton Cowser ","BAL","OF",251.72000122070312,504,-2.79305970244473,-1.92036899142535,-3.00228611014907,0.0154216554377875,-0.61150403285098,-8.31179718143235,10.553832793224087,3.24203561179174,"Colton Cowser","29591",681297
"Trent Grisham ","NYY","OF",253.82000732421875,546,-4.47044811239158,-0.933757399790049,-1.16482138679691,-2.28754549519268,0.534213557571454,-8.32235883659976,10.553832793224087,3.2314739566243245,"Trent Grisham","18564",663757
"Addison Barger ","TOR","3B/OF",193.08999633789062,518,-1.42839524772669,-0.933757399790049,-2.77260301973005,-2.28754549519268,-0.993409896325125,-8.4157110587646,10.553832793224087,3.1381217344594896,"Addison Barger","24598",680718
"Jonathan Aranda ","TBR","1B",195.60000610351562,609,-1.61076470226361,-0.933757399790049,-1.39450447721593,-3.1511581766791,-0.61150403285098,-7.70168878879967,9.804671645785488,3.102982856985819,"Jonathan Aranda","21837",666018
"Marcus Semien ","NYM","2B",266.25,644,-4.66809742887824,-0.736435081462988,-0.246089025120831,-0.27244923839102,-1.37531575979927,-7.29838653365235,9.27394518882176,2.9755586551694098,"Marcus Semien","12533",543760
"Tyler Stephenson ","CIN","C",294.75,450,-2.22580211382787,-4.28823681135008,-5.75848319517732,-3.43902907050791,-2.13912748674756,-17.8506786776107,19.785718440951914,2.9350397633411776,"Tyler Stephenson","17988",663886
"Kyle Stowers ","MIA","OF",164.42999267578125,483,-1.239850425194,-1.72304667309829,-3.00228611014907,-2.86328728285029,0.152307694097309,-8.67616279719435,10.553832793224087,2.877669996029734,"Kyle Stowers","26151",669065
"Nolan Schanuel ","LAA","1B",594.6599731445312,616,0.624776802346127,-2.90698058306066,-0.475772115539852,-1.71180370753506,-3.66675094064414,-8.13653054443358,9.804671645785488,2.6681411013519085,"Nolan Schanuel","33189",694384
"Joey Ortiz ","MIL","SS",743.4400024414062,630,-2.0645707731571,-2.31501362807948,-0.246089025120831,0.591163443095403,-3.28484507716999,-7.31935506043199,8.978848907125535,2.6594938466935423,"Joey Ortiz","25493",687401
"Willi Castro ","COL","2B/3B/OF",256.3399963378906,553,0.120261782547041,-3.6962698563689,-0.935138296377892,0.879034336924211,-3.28484507716999,-6.91695711044554,8.538446347189781,2.621489236744245,"Willi Castro","17338",650489
"Ernie Clement ","TOR","2B/3B/SS",337.67999267578125,644,0.983657459503563,-1.92036899142535,-1.16482138679691,-0.848191026048636,-4.04865680411828,-6.99838074888562,8.538446347189781,2.5400655983041585,"Ernie Clement","20352",676391
"Christian Walker ","HOU","1B",212.94000244140625,588,-4.63136233698298,0.250176510172317,-2.08355374847299,-2.86328728285029,0.916119421045599,-8.41190743708834,9.804671645785488,2.3927642086971446,"Christian Walker","13419",572233
"Jorge Polanco ","NYM","2B/DH",209.42999267578125,539,-1.90983191656147,-1.13107971811711,-2.54291992931103,-1.71180370753506,-0.61150403285098,-7.90713930437566,9.27394518882176,2.3668058844461024,"Jorge Polanco","13152",593871
"Brandon Marsh ","PHI","OF",609.72998046875,497,-0.465521910057137,-3.49894753804184,-2.54291992931103,-0.560320132219828,-2.13912748674756,-9.2068369963774,10.553832793224087,2.346995796846688,"Brandon Marsh","20202",669016
"Ryan O'Hearn ","PIT","1B/OF/DH",285.44000244140625,546,0.569515606463541,-2.51233594640654,-2.31323683889201,-2.57541638902148,-2.5210333502217,-9.3525069180782,10.553832793224087,2.2013258751458906,"Ryan O'Hearn","16442",656811
"Noelvi Marte ","CIN","3B/OF",147.7100067138672,504,-0.784421233281732,-2.90698058306066,-4.15070156224417,0.591163443095403,-2.13912748674756,-9.39006742223872,10.553832793224087,2.1637653709853653,"Noelvi Marte","26517",682622
"Carlos Correa ","HOU","3B/SS",281.2300109863281,567,1.05712764329409,-1.52572435477123,-1.85387065805397,-3.43902907050791,-1.75722162327341,-7.51871806331243,8.538446347189781,2.0197282838773494,"Carlos Correa","14162",621043
"Kazuma Okamoto ","TOR","3B",999,560,-4.17755626608949,0.0528541918452561,-1.85387065805397,-2.86328728285029,1.29802528451974,-7.54383473062875,8.538446347189781,1.994611616561027,"Kazuma Okamoto","37123",672960
"Kevin McGonigle ","DET","3B/SS",999,546,-1.03277949867399,-2.11769130975241,-2.54291992931103,-0.560320132219828,-1.37531575979927,-7.62902662975654,8.538446347189781,1.9094197174332403,"Kevin McGonigle","33572",805808
"TJ Friedl ","CIN","OF",265.1499938964844,623,-3.06125007676372,-3.89359217469596,0.442960246136229,0.0154216554377875,-3.28484507716999,-9.78130542705566,10.553832793224087,1.7725273661684273,"TJ Friedl","19522",670770
"Carter Jensen ","KCR","C/DH",999,401,-1.84253710076672,-5.86681535796657,-5.06943392392026,-2.86328728285029,-3.66675094064414,-19.308824606148,19.785718440951914,1.4768938348039395,"Carter Jensen","29478",695600
"Miguel Vargas ","CHW","1B/3B",303.0899963378906,602,-3.01833961687268,-1.32840203644417,-1.16482138679691,-0.848191026048636,-1.75722162327341,-8.11697568943581,8.538446347189781,1.4214706577539666,"Miguel Vargas","20178",678246
"JJ Wetherholt ","STL","2B",999,588,-1.46513033962196,-2.90698058306066,-2.08355374847299,0.0154216554377875,-2.5210333502217,-8.96127636593953,9.27394518882176,1.3126688228822314,"JJ Wetherholt","34985",802139
"Dillon Dingler ","DET","C",254.6199951171875,429,-2.1123505961045,-5.07752608465833,-5.98816628559634,-3.43902907050791,-2.90293921369585,-19.5200112505629,19.785718440951914,1.2657071903889938,"Dillon Dingler","27464",693307
"Bo Naylor ","CLE","C",574.2899780273438,454,-4.91059744235411,-4.68288144800421,-5.5288001047583,-1.99967460136387,-2.5210333502217,-19.6429869467022,19.785718440951914,1.1427314942497329,"Bo Naylor","21865",666310
"Caleb Durbin ","BOS","3B",219.8300018310547,560,-0.707704807453625,-3.6962698563689,-3.46165229098712,3.75774327521229,-4.43056266759243,-8.53844634718978,8.538446347189781,1,"Caleb Durbin","29646",702332
"Konnor Griffin ","PIT","SS",999,469,-0.249346489583154,-4.88020376633127,-4.61006774308222,4.0456141690411,-3.28484507716999,-8.97884890712554,8.978848907125535,1,"Konnor Griffin","35376",804606
"Jackson Holliday ","BAL","2B",203.14999389648438,490,-0.606604025721802,-3.6962698563689,-2.08355374847299,0.0154216554377875,-2.90293921369585,-9.27394518882176,9.27394518882176,1,"Jackson Holliday","31781",702616
"Josh Bell ","MIN","1B/DH",636.3300170898438,574,-2.34218275750944,-1.32840203644417,-2.08355374847299,-3.43902907050791,-0.61150403285098,-9.80467164578549,9.804671645785488,1,"Josh Bell","13145",605137
"Chandler Simpson ","TBR","OF",180.19000244140625,455,1.6396650938607,-8.2346831778913,-5.98816628559634,9.51516115178844,-7.48580957538558,-10.5538327932241,10.553832793224087,1,"Chandler Simpson","31912",802415
"Edgar Quero ","CHW","C/DH",475.1000061035156,483,-1.49438405858204,-5.27484840298539,-5.5288001047583,-3.43902907050791,-4.04865680411828,-19.7857184409519,19.785718440951914,1,"Edgar Quero","28022",700337
"Jordan Walker ","STL","OF",511.7200012207031,532,-1.37930941983988,-3.10430290138772,-2.77260301973005,-0.848191026048636,-2.5210333502217,-10.625439717228,10.553832793224087,0.9283930759960916,"Jordan Walker","27475",691023
"Colt Keith ","DET","2B/3B/DH",502.489990234375,497,1.12604558010764,-3.30162521971478,-2.54291992931103,-2.86328728285029,-2.5210333502217,-10.1028202019902,9.27394518882176,0.1711249868315875,"Colt Keith","27899",690993
"Brendan Donovan ","SEA","2B",268.5799865722656,560,0.190802840379374,-2.7096582647336,-2.08355374847299,-2.28754549519268,-3.28484507716999,-10.1747997451899,9.27394518882176,0.09914544363187328,"Brendan Donovan","24679",680977
"Moisés Ballesteros ","CHC","C/1B/DH",594.3599853515625,389,-0.229514380656423,-5.86681535796657,-7.13658173769144,-3.43902907050791,-4.04865680411828,-20.7205973509406,19.785718440951914,0.06512109001129074,"Moises Ballesteros","28820",694208
"Jordan Lawlar ","ARI","2B/3B/SS/DH",261.6499938964844,518,-3.11195902566932,-4.09091449302302,-2.08355374847299,2.89413059372587,-3.66675094064414,-10.0590476140836,8.978848907125535,-0.08019870695807674,"Jordan Lawlar","29976",691783
"Jac Caglianone ","KCR","OF",164.58999633789062,455,-0.0331710691091712,-3.30162521971478,-3.92101847182516,-3.1511581766791,-1.37531575979927,-11.7822886971275,10.553832793224087,-0.22845590390338888,"Jac Caglianone","35041",695506
"Evan Carter ","TEX","OF",280.4800109863281,476,-2.26871257371891,-5.07752608465833,-3.00228611014907,2.03051791223944,-3.66675094064414,-11.984757796931,10.553832793224087,-0.4309250037069221,"Evan Carter","27790",694497
"Sean Murphy ","ATL","C",746.0599975585938,383,-3.30992545823536,-5.07752608465833,-6.90689864727242,-3.43902907050791,-2.5210333502217,-21.2544126108957,19.785718440951914,-0.468694169943803,"Sean Murphy","19352",669221
"Josh Jung ","TEX","3B",610.5,553,-1.81166026078785,-1.52572435477123,-3.46165229098712,-2.28754549519268,-0.993409896325125,-10.079992298064,8.538446347189781,-0.5415459508742126,"Josh Jung","26299",673962
"Anthony Volpe ","NYY","SS",641.989990234375,469,-2.91268658816387,-3.49894753804184,-3.46165229098712,1.74264701841063,-2.5210333502217,-10.6516727490039,8.978848907125535,-0.6728238418783625,"Anthony Volpe","27647",683011
"Tyler O'Neill ","BAL","OF",477.6400146484375,434,-2.45888051727039,-2.7096582647336,-4.83975083350124,-1.99967460136387,-0.229598169376836,-12.2375623862459,10.553832793224087,-0.6837295930218363,"Tyler O'Neill","15711",641933
"Colson Montgomery ","CHW","SS",254.75,602,-5.62186627259383,-1.32840203644417,-0.705455205958872,-2.86328728285029,-0.229598169376836,-10.748608967224,8.978848907125535,-0.7697600600984609,"Colson Montgomery","29712",695657
"Jesús Sánchez ","TOR","OF",617.4299926757812,420,-0.74313389440948,-3.89359217469596,-4.83975083350124,-0.848191026048636,-2.13912748674756,-12.4637954154029,10.553832793224087,-0.9099626221787898,"Jesus Sanchez","19913",660821
"Sal Frelick ","MIL","OF",216.39999389648438,511,0.828601486828563,-5.47217072131245,-3.23196920056809,0.591163443095403,-5.19437439454072,-12.4787493864973,10.553832793224087,-0.9249165932732093,"Sal Frelick","29622",686217
"Dylan Crews ","WSN","OF",282.2200012207031,469,-2.47416037922013,-4.88020376633127,-4.61006774308222,2.31838880606825,-2.90293921369585,-12.5489822962612,10.553832793224087,-0.9951495030371269,"Dylan Crews","33541",686611
"Giancarlo Stanton ","NYY","OF/DH",251.4600067138672,413,-2.86522388129585,-2.11769130975241,-5.5288001047583,-3.43902907050791,1.29802528451974,-12.6527190817947,10.553832793224087,-1.0988862885706352,"Giancarlo Stanton","4949",519317
"Brooks Lee ","MIN","2B/3B/SS",542.5700073242188,595,-1.55095125940404,-1.92036899142535,-2.54291992931103,-2.57541638902148,-2.5210333502217,-11.1106899193836,8.978848907125535,-1.1318410122580782,"Brooks Lee","31595",686797
"Sal Stewart ","CIN","1B/3B",161.8699951171875,504,-0.762966003336212,-2.31501362807948,-4.3803846526632,-1.71180370753506,-1.75722162327341,-10.9273896148874,8.538446347189781,-1.3889432676975768,"Sal Stewart","31505",701398
"Cam Smith ","HOU","OF",341.8699951171875,539,-2.98160452497742,-3.49894753804184,-1.85387065805397,-1.71180370753506,-2.90293921369585,-12.9491656423041,10.553832793224087,-1.3953328490800505,"Cam Smith","35108",701358
"Jorge Soler ","LAA","OF/DH",634.8099975585938,511,-4.50880632530563,-1.52572435477123,-3.69133538140614,-3.43902907050791,0.152307694097309,-13.0125874378936,10.553832793224087,-1.4587546446695092,"Jorge Soler","14221",624585
"Freddy Fermin ","SDP","C",735.3099975585938,480,-3.31285458419356,-5.66949303963951,-6.44753246643438,-2.86328728285029,-4.04865680411828,-22.341824177236,19.785718440951914,-1.5561057362841066,"Freddy Fermin","21840",666023
"Denzel Clarke ","ATH","OF",728.3300170898438,476,-3.72992556319178,-4.88020376633127,-3.00228611014907,1.74264701841063,-3.28484507716999,-13.1546134984315,10.553832793224087,-1.600780705207395,"Denzel Clarke","29858",672016
"Victor Caratini ","MIN","C/DH",681.02001953125,400,-1.13874964346218,-6.65610463127482,-7.36626482811046,-3.1511581766791,-4.43056266759243,-22.742839947119,19.785718440951914,-1.9571215061670664,"Victor Caratini","14968",605170
"Kyle Manzardo ","CLE","1B/DH",253.4600067138672,518,-3.81574648297386,-1.72304667309829,-3.46165229098712,-3.1511581766791,-0.61150403285098,-12.7631076565893,9.804671645785488,-1.958436010803854,"Kyle Manzardo","29794",700932
"Lourdes Gurriel Jr. ","ARI","OF",689.0700073242188,476,0.167724489415066,-3.6962698563689,-5.06943392392026,-1.71180370753506,-3.28484507716999,-13.5946280755791,10.553832793224087,-2.04079528235506,"Lourdes Gurriel Jr.","19238",666971
"Marcell Ozuna ","PIT","DH",377.510009765625,525,-2.21345137783632,-1.92036899142535,-3.46165229098712,-3.43902907050791,-0.61150403285098,-11.6460057636077,8.538446347189781,-2.1075594164178963,"Marcell Ozuna","10324",542303
"Patrick Bailey ","CLE","C",747.8900146484375,525,-5.64494462355813,-5.07752608465833,-5.06943392392026,-3.1511581766791,-4.04865680411828,-22.9917196129341,19.785718440951914,-2.2060011719821846,"Patrick Bailey","27478",672275
"Harrison Bader ","SFG","OF",554.3099975585938,518,-2.60289175889325,-4.09091449302302,-4.3803846526632,0.591163443095403,-3.28484507716999,-13.7678725386541,10.553832793224087,-2.2140397454299716,"Harrison Bader","18030",664056
"Andrew Benintendi ","CHW","OF/DH",735.8099975585938,518,-0.979141423810195,-3.49894753804184,-3.92101847182516,-2.57541638902148,-2.90293921369585,-13.8774630363945,10.553832793224087,-2.3236302431704368,"Andrew Benintendi","17901",643217
"Jeff McNeil ","ATH","2B/OF",440.5199890136719,581,-0.404085346178776,-3.49894753804184,-2.08355374847299,-2.28754549519268,-4.43056266759243,-12.7046947954787,9.27394518882176,-2.430749606656954,"Jeff McNeil","15362",643446
"Victor Scott II ","STL","OF",391.1300048828125,574,-6.55873213334088,-5.86681535796657,-3.92101847182516,7.50006489498679,-5.19437439454072,-14.0408754626865,10.553832793224087,-2.4870426694624457,"Victor Scott II","31349",687363
"Lars Nootbaar ","STL","OF",745.989990234375,497,-2.23035436080486,-3.89359217469596,-3.46165229098712,-1.99967460136387,-2.5210333502217,-14.1063067780735,10.553832793224087,-2.55247398484942,"Lars Nootbaar","21454",663457
"Jordan Westburg ","BAL","3B",646.8400268554688,427,-0.0608016670504645,-3.10430290138772,-4.61006774308222,-2.57541638902148,-1.75722162327341,-12.1078103238153,8.538446347189781,-2.569363976625516,"Jordan Westburg","27815",676059
"Jake Cronenworth ","SDP","2B",738.2999877929688,630,-5.12352662079051,-2.7096582647336,-0.0164059347018114,-2.28754549519268,-2.90293921369585,-13.0400755291144,9.27394518882176,-2.766130340292688,"Jake Cronenworth","18036",630105
"Kyle Teel ","CHW","C",266.8800048828125,374,-2.03270504431819,-7.248071586256,-7.8256310089485,-2.28754549519268,-4.43056266759243,-23.8245158023078,19.785718440951914,-3.038797361355881,"Kyle Teel","33549",691019
"Austin Hays ","CHW","OF/DH",572.469970703125,483,-1.80255576683388,-3.6962698563689,-4.61006774308222,-1.99967460136387,-2.5210333502217,-14.6296013178706,10.553832793224087,-3.0757685246464774,"Austin Hays","19363",669720
"Chase DeLauter ","CLE","DH/OF",999,497,-0.925503348946396,-3.6962698563689,-4.3803846526632,-2.86328728285029,-2.90293921369585,-14.7683843545246,10.553832793224087,-3.2145515613005475,"Chase DeLauter","32127",800050
"Carlos Narváez ","BOS","C",443.010009765625,423,-3.94772410468455,-6.06413767629364,-7.13658173769144,-2.86328728285029,-4.04865680411828,-24.0603876056382,19.785718440951914,-3.274669164686279,"Carlos Narvaez","19722",665966
"Isaac Collins ","KCR","OF",666.1699829101562,448,-1.4791041966323,-6.06413767629364,-3.46165229098712,1.16690523075302,-5.19437439454072,-15.0323633277007,10.553832793224087,-3.4785305344766577,"Isaac Collins","25477",686555
"Lane Thomas ","KCR","OF",726.6699829101562,420,-1.90690279060328,-5.07752608465833,-5.75848319517732,1.16690523075302,-3.66675094064414,-15.24275778033,10.553832793224087,-3.688924987105956,"Lane Thomas","16939",657041
"Spencer Horwitz ","PIT","1B",738.1500244140625,497,0.270448392165678,-3.6962698563689,-3.92101847182516,-3.1511581766791,-4.04865680411828,-14.5466549168258,9.804671645785488,-3.7419832710402714,"Spencer Horwitz","26477",687462
"Jonathan India ","KCR","2B/3B/OF/DH",607.719970703125,497,-0.617331640694562,-4.28823681135008,-3.23196920056809,-2.28754549519268,-3.66675094064414,-14.0918340884496,9.27394518882176,-3.817888899627797,"Jonathan India","21523",663697
"Carson Kelly ","CHC","C",591.9099731445312,373,-2.8499440193461,-6.85342694960188,-7.8256310089485,-3.1511581766791,-4.04865680411828,-24.7288169586939,19.785718440951914,-3.9430985177419426,"Carson Kelly","13620",608348
"Parker Meadows ","DET","OF",745.6900024414062,448,-3.21630604943872,-5.66949303963951,-3.23196920056809,0.0154216554377875,-3.66675094064414,-15.7690975748527,10.553832793224087,-4.215264781628592,"Parker Meadows","23800",678009
"Jake Meyers ","HOU","OF",738.1500244140625,469,-1.39166015583143,-5.47217072131245,-4.83975083350124,0.0154216554377875,-4.43056266759243,-16.1187227227998,10.553832793224087,-4.5648899295756715,"Jake Meyers","20308",676694
"Isaac Paredes ","HOU","3B",243.60000610351562,497,-2.03563417027639,-3.49894753804184,-3.00228611014907,-3.43902907050791,-2.13912748674756,-14.1150243757228,8.538446347189781,-4.5765780285329924,"Isaac Paredes","20036",670623
"Nolan Arenado ","ARI","3B",638.0599975585938,609,-3.2774254972377,-2.11769130975241,-3.00228611014907,-2.86328728285029,-2.90293921369585,-14.1636294136853,8.538446347189781,-4.62518306649555,"Nolan Arenado","9777",571448
"Marcelo Mayer ","BOS","3B",589.5399780273438,462,-0.677145083554134,-3.6962698563689,-4.61006774308222,-2.28754549519268,-2.90293921369585,-14.1739673918938,8.538446347189781,-4.635521044703995,"Marcelo Mayer","29668",691785
"Mark Vientos ","NYM","3B/DH",652.5700073242188,441,-2.14453344102278,-2.7096582647336,-5.29911701433928,-3.43902907050791,-0.993409896325125,-14.5857476869287,8.538446347189781,-5.047301339738903,"Mark Vientos","22184",668901
"Brady House ","WSN","3B",710.1199951171875,546,-2.26091408470435,-3.30162521971478,-4.61006774308222,-2.28754549519268,-2.13912748674756,-14.5992800294416,8.538446347189781,-5.060833682251797,"Brady House","29993",691781
"Mike Yastrzemski ","ATL","OF",656.0999755859375,476,-4.60697798107926,-3.6962698563689,-3.92101847182516,-2.28754549519268,-2.13912748674756,-16.6509392912136,10.553832793224087,-5.097106497989463,"Mike Yastrzemski","14854",573262
"Dominic Canzone ","SEA","OF",477.1600036621094,420,-1.65236915721524,-4.28823681135008,-6.44753246643438,-2.28754549519268,-2.13912748674756,-16.8148114169399,10.553832793224087,-5.260978623715851,"Dominic Canzone","26438",686527
"Max Muncy ","LAD","3B",234.3699951171875,455,-4.60242573410227,-2.90698058306066,-3.92101847182516,-2.86328728285029,-0.61150403285098,-14.9052161046894,8.538446347189781,-5.366769757499576,"Max Muncy","13301",571970
"Cedric Mullins ","TBR","OF",321.5,476,-5.06695941996852,-5.47217072131245,-5.29911701433928,2.89413059372587,-4.04865680411828,-16.9927733660127,10.553832793224087,-5.4389405727885745,"Cedric Mullins","17929",656775
"J.P. Crawford ","SEA","SS",748.5399780273438,588,-3.24069040534244,-3.6962698563689,-2.08355374847299,-1.99967460136387,-4.43056266759243,-15.4507512791406,8.978848907125535,-5.471902372015093,"J.P. Crawford","15491",641487
"Connor Norby ","MIA","3B",728.1400146484375,497,-2.6412499718073,-3.6962698563689,-5.06943392392026,-1.13606191987744,-2.5210333502217,-15.0640490221956,8.538446347189781,-5.525602675005827,"Connor Norby","29592",681393
"Danny Jansen ","TEX","C",999,352,-3.94934722570334,-6.85342694960188,-8.51468028020556,-3.43902907050791,-3.66675094064414,-26.4232344666628,19.785718440951914,-5.637516025710906,"Danny Jansen","16535",643376
"Brett Baty ","NYM","2B/3B",292.9200134277344,434,-1.13257427546641,-4.28823681135008,-5.5288001047583,-2.86328728285029,-2.13912748674756,-15.9520259611726,9.27394518882176,-5.67808077235088,"Brett Baty","26123",683146
"Chase Meidroth ","CHW","2B/SS",646.8699951171875,560,-1.55257438042283,-5.66949303963951,-3.00228611014907,-0.27244923839102,-5.19437439454072,-15.6911771631432,8.978848907125535,-5.712328256017614,"Chase Meidroth","31580",805367
"Nolan Gorman ","STL","2B/3B/DH",653.1400146484375,532,-6.54345227139113,-2.31501362807948,-4.3803846526632,-2.57541638902148,-0.229598169376836,-16.0438651105321,9.27394518882176,-5.769919921710362,"Nolan Gorman","22263",669357
"Josh Smith ","TEX","1B/3B/SS",428.9100036621094,504,-2.15981330297252,-4.88020376633127,-3.46165229098712,-0.848191026048636,-4.43056266759243,-15.780423053932,8.978848907125535,-5.801574146806434,"Josh Smith","26396",669701
"Carson Williams ","TBR","SS",724.5499877929688,469,-6.48526194955035,-4.48555912967715,-3.69133538140614,0.591163443095403,-1.75722162327341,-15.8282146408116,8.978848907125535,-5.8493657336861045,"Carson Williams","30038",700246
"Gavin Sheets ","SDP","OF/DH",684.8099975585938,490,-3.05832095080552,-3.6962698563689,-5.06943392392026,-2.86328728285029,-2.90293921369585,-17.5902512276408,10.553832793224087,-6.036418434416732,"Gavin Sheets","19901",657757
"Yoán Moncada ","LAA","3B",746.1500244140625,455,-1.87927219266198,-3.89359217469596,-4.61006774308222,-3.1511581766791,-2.13912748674756,-15.6732177738668,8.538446347189781,-6.134771426677038,"Yoan Moncada","17232",660162
"Jake McCarthy ","COL","OF",506.760009765625,350,1.7453181225695,-8.2346831778913,-6.21784937601536,0.591163443095403,-5.57628025801486,-17.6923312462566,10.553832793224087,-6.13849845303253,"Jake McCarthy","21622",664983
"Owen Caissie ","MIA","OF/DH",528.5,420,-1.35492506393616,-4.88020376633127,-5.5288001047583,-2.86328728285029,-3.28484507716999,-17.912061295046,10.553832793224087,-6.358228501821928,"Owen Caissie","27496",683357
"Kyle Isbel ","KCR","OF",999,490,-2.35453349350099,-6.06413767629364,-3.46165229098712,-0.848191026048636,-5.19437439454072,-17.9228888813711,10.553832793224087,-6.369056088147,"Kyle Isbel","21614",664728
"Ke'Bryan Hayes ","CIN","3B",999,539,-2.5645335459792,-4.68288144800421,-4.15070156224417,-0.27244923839102,-4.43056266759243,-16.101128462211,8.538446347189781,-6.562682115021247,"Ke'Bryan Hayes","18577",663647
"Keibert Ruiz ","WSN","C",720.3499755859375,320,-0.344589019398582,-8.2346831778913,-10.1224619131387,-3.1511581766791,-5.57628025801486,-27.4291725451226,19.785718440951914,-6.643454104170634,"Keibert Ruiz","19610",660688
"Carson Benge ","NYM","OF",999,413,-2.04798490626794,-5.86681535796657,-5.06943392392026,-1.71180370753506,-3.66675094064414,-18.362788836334,10.553832793224087,-6.8089560431098795,"Carson Benge","35177",701807
"Garrett Mitchell ","MIL","OF",691.1699829101562,378,-1.78889902590292,-6.85342694960188,-5.98816628559634,0.303292549266595,-4.04865680411828,-18.3758565159528,10.553832793224087,-6.822023722728735,"Garrett Mitchell","27555",669003
"Joey Loperfido ","HOU","OF",746.02001953125,427,-2.73486938060394,-5.27484840298539,-5.98816628559634,-1.13606191987744,-3.66675094064414,-18.8006969297072,10.553832793224087,-7.246864136483165,"Joey Loperfido","29630",694388
"Jared Triolo ","PIT","1B/3B/SS",735.5399780273438,504,-2.88505599022258,-5.47217072131245,-4.3803846526632,0.303292549266595,-4.81246853106657,-17.2467873459982,8.978848907125535,-7.267938438872671,"Jared Triolo","25807",669707
"Joc Pederson ","TEX","DH",999,420,-2.40524244240659,-4.48555912967715,-5.29911701433928,-2.86328728285029,-1.75722162327341,-16.8104274925467,8.538446347189781,-7.271981145356934,"Joc Pederson","11899",592626
"Gabriel Arias ","CLE","2B/SS",748.3800048828125,462,-3.26994412430252,-4.88020376633127,-5.06943392392026,-0.560320132219828,-3.66675094064414,-17.446652887418,8.978848907125535,-7.4678039802924765,"Gabriel Arias","22563",672356
"Luis Rengifo ","MIL","2B/3B",644.9299926757812,441,-1.07276083260683,-6.2614599946207,-5.75848319517732,-0.27244923839102,-4.43056266759243,-17.7957159283883,9.27394518882176,-7.521770739566536,"Luis Rengifo","19858",650859
"Luisangel Acuña ","CHW","2B",395.510009765625,427,-0.878040642078372,-7.44539390458306,-7.13658173769144,3.46987238138348,-5.95818612148901,-17.9483300244584,9.27394518882176,-7.674384835636637,"Luisangel Acuna","26548",682668
"Trevor Larnach ","MIN","OF/DH",748.52001953125,413,-1.69072737012929,-5.47217072131245,-6.21784937601536,-2.57541638902148,-3.28484507716999,-19.2410089336486,10.553832793224087,-7.687176140424491,"Trevor Larnach","21501",663616
"Pedro Pagés ","STL","C",748.2899780273438,358,-3.46173518887279,-7.84003854123718,-8.9740464610436,-3.43902907050791,-4.81246853106657,-28.527317792728,19.785718440951914,-7.741599351776131,"Pedro Pages","25782",686780
